"region_id";"country_id";"city_id";"name"
"10133";"9908";"0";"Ивано-Франковская обл."
"10165";"9908";"0";"Киевская обл."
"10201";"9908";"0";"Кировоградская обл."
"10227";"9908";"0";"Крымская обл."
"10259";"9908";"0";"Луганская обл."
"10318";"9908";"0";"Львовская обл."
"10354";"9908";"0";"Николаевская обл."
"10373";"9908";"0";"Одесская обл."
"10407";"9908";"0";"Полтавская обл."
"10437";"9908";"0";"Ровенская обл."
"10455";"9908";"0";"Сумская обл."
"10480";"9908";"0";"Тернопольская обл."
"277656";"9908";"0";"Украина"
"10504";"9908";"0";"Харьковская обл."
"10535";"9908";"0";"Херсонская обл."
"10559";"9908";"0";"Хмельницкая обл."
"10583";"9908";"0";"Черкасская обл."
"10607";"9908";"0";"Черниговская обл."
"10633";"9908";"0";"Черновицкая обл."
"10649";"10648";"0";"Etela-Karjala"
"2713529";"10648";"0";"Kouvola"
"10651";"10648";"0";"Paijat-Hame"
"10653";"10648";"0";"Pohjanmaa"
"5640357";"10648";"0";"Pohjois-Karjala"
"10655";"10648";"0";"Pohjois-Pohjanmaa"
"10657";"10648";"0";"Pohjois-Savo"
"10659";"10648";"0";"Satakunta"
"10661";"10648";"0";"Varsinais-Suomi"
"10663";"10648";"0";"Кески-Суоми"
"10665";"10648";"0";"Усима"
"277667";"10648";"0";"Финляндия"
"10669";"10668";"0";"Cotes-d`Armor"
"10671";"10668";"0";"Алье"
"10673";"10668";"0";"Альпы Верхние"
"10675";"10668";"0";"Альпы Приморские"
"10679";"10668";"0";"Арденны"
"10681";"10668";"0";"Бельфор"
"10683";"10668";"0";"Буш-дю-Рон"
"10686";"10668";"0";"Валь-д` Уаз"
"10688";"10668";"0";"Валь-де-Марн"
"10699";"10668";"0";"Вар"
"10702";"10668";"0";"Вогезы"
"10704";"10668";"0";"Воклюз"
"10706";"10668";"0";"Вьенна"
"10708";"10668";"0";"Вьенна Верхняя"
"10710";"10668";"0";"Гар"
"10712";"10668";"0";"Гаронна Верхняя"
"10714";"10668";"0";"Дё-Севр"
"10716";"10668";"0";"Дром"
"10719";"10668";"0";"Ду"
"10721";"10668";"0";"Жиронда"
"10723";"10668";"0";"Ивелин"
"10725";"10668";"0";"Иль и Виден"
"10728";"10668";"0";"Коррез"
"10730";"10668";"0";"Корсика Верхняя"
"10732";"10668";"0";"Корсика Южная"
"10734";"10668";"0";"Кот-д`Ор"
"10736";"10668";"0";"Ланды"
"10738";"10668";"0";"Ло и Гаронна"
"10740";"10668";"0";"Лозер"
"10742";"10668";"0";"Луар и Шер"
"10744";"10668";"0";"Луара"
"10747";"10668";"0";"Луара Атлантическая"
"10750";"10668";"0";"Луара Верхняя"
"10752";"10668";"0";"Луаре"
"10762";"10668";"0";"Мёрт и Мозель"
"10754";"10668";"0";"Майенн"
"10756";"10668";"0";"Марна"
"10759";"10668";"0";"Мен и Луара"
"10764";"10668";"0";"Мозель"
"10766";"10668";"0";"Морбиан"
"10768";"10668";"0";"Нор"
"10774";"10668";"0";"Ньевр"
"10776";"10668";"0";"О-де-Сен"
"10794";"10668";"0";"Об"
"10796";"10668";"0";"Од"
"10798";"10668";"0";"Орн"
"10800";"10668";"0";"Па-де-Кале"
"10804";"10668";"0";"Париж"
"10806";"10668";"0";"Пиренеи Атлантические"
"10809";"10668";"0";"Пиренеи Верхние"
"10811";"10668";"0";"Пиренеи Восточные"
"10813";"10668";"0";"Рейн Верхний"
"10817";"10668";"0";"Рейн Нижний"
"10819";"10668";"0";"Рона"
"10823";"10668";"0";"Савойя"
"10825";"10668";"0";"Савойя Верхняя"
"10827";"10668";"0";"Сарта"
"10829";"10668";"0";"Сен-Сен-Дени"
"10841";"10668";"0";"Сена Приморская"
"10844";"10668";"0";"Сомма"
"10846";"10668";"0";"Сона и Луара"
"10849";"10668";"0";"Тарн"
"10851";"10668";"0";"Уаза"
"10853";"10668";"0";"Финистер"
"277669";"10668";"0";"Франция"
"10856";"10668";"0";"Шаранта"
"10858";"10668";"0";"Шаранта Приморская"
"10860";"10668";"0";"Шер"
"10862";"10668";"0";"Эна"
"10864";"10668";"0";"Эндр"
"10866";"10668";"0";"Эндр и Луара"
"10868";"10668";"0";"Эр"
"10870";"10668";"0";"Эро"
"10872";"10668";"0";"Эссонн"
"277554";"277553";"0";"Хорватия"
"10875";"10874";"0";"Jihochesky"
"10877";"10874";"0";"Jihomoravsky"
"10879";"10874";"0";"Karlovarsky"
"10881";"10874";"0";"Kralovehradecky"
"10883";"10874";"0";"Liberecky"
"10886";"10874";"0";"Moravskoslezsky"
"10892";"10874";"0";"Olomoucky"
"10896";"10874";"0";"Stredochesky"
"10898";"10874";"0";"Ustecky"
"277670";"10874";"0";"Чехия"
"2412885";"582031";"0";"Сантьяго"
"10905";"10904";"0";"Аргау"
"10908";"10904";"0";"Базель-Штадт"
"10910";"10904";"0";"Берн"
"10914";"10904";"0";"Во"
"10916";"10904";"0";"Женева"
"10918";"10904";"0";"Золотурн"
"10920";"10904";"0";"Люцерн"
"10922";"10904";"0";"Невшатель"
"10925";"10904";"0";"Тичино"
"10927";"10904";"0";"Фрибур"
"10930";"10904";"0";"Цюрих"
"277666";"10904";"0";"Швейцария"
"10934";"10933";"0";"Skine"
"10938";"10933";"0";"Vastra Gotaland"
"10942";"10933";"0";"Вермланд"
"10944";"10933";"0";"Вестерботтен"
"10946";"10933";"0";"Вестернорланд"
"10948";"10933";"0";"Вестманланд"
"10950";"10933";"0";"Евлеборг"
"10952";"10933";"0";"Емтланд"
"10954";"10933";"0";"Йёнчёпинг"
"4778004";"10933";"0";"Норрботтен"
"10956";"10933";"0";"Сёдерманланд"
"10958";"10933";"0";"Стокгольм"
"10962";"10933";"0";"Упсала"
"10964";"10933";"0";"Халланд"
"277665";"10933";"0";"Швеция"
"10966";"10933";"0";"Эстерйетланд"
"7719907";"582064";"0";"Пичинча"
"10969";"10968";"0";"Эстония"
"3661590";"3661568";"0";"Йоханесбург"
"11003";"11002";"0";"Воеводина"
"11008";"11002";"0";"Косово"
"11010";"11002";"0";"Сербия"
"277658";"11002";"0";"Югославия"
"11015";"11014";"0";"Cheju"
"11017";"11014";"0";"Chollabuk"
"11020";"11014";"0";"Chollanam"
"11024";"11014";"0";"Chungcheongbuk"
"11027";"11014";"0";"Chungcheongnam"
"11029";"11014";"0";"Incheon"
"11031";"11014";"0";"Kangweon"
"11035";"11014";"0";"Kwangju"
"11037";"11014";"0";"Kyeonggi"
"11040";"11014";"0";"Kyeongsangbuk"
"11045";"11014";"0";"Kyeongsangnam"
"11050";"11014";"0";"Pusan"
"11052";"11014";"0";"Seoul"
"11054";"11014";"0";"Taegu"
"11056";"11014";"0";"Taejeon"
"11058";"11014";"0";"Ulsan"
"15789405";"582106";"0";"Ямайка"
"11061";"11060";"0";"Айти"
"11068";"11060";"0";"Акита"
"11074";"11060";"0";"Аомори"
"11080";"11060";"0";"Вакаяма"
"11083";"11060";"0";"Гифу"
"11088";"11060";"0";"Гумма"
"11094";"11060";"0";"Ибараки"
"11102";"11060";"0";"Ивате"
"11108";"11060";"0";"Исикава"
"11113";"11060";"0";"Кагава"
"11116";"11060";"0";"Кагосима"
"11121";"11060";"0";"Канагава"
"11133";"11060";"0";"Киото"
"11139";"11060";"0";"Коти"
"11142";"11060";"0";"Кумамото"
"11146";"11060";"0";"Миэ"
"11151";"11060";"0";"Мияги"
"11155";"11060";"0";"Миядзаки"
"11162";"11060";"0";"Нагано"
"11168";"11060";"0";"Нагасаки"
"11173";"11060";"0";"Нара"
"11178";"11060";"0";"Ниигата"
"11185";"11060";"0";"Окаяма"
"11189";"11060";"0";"Окинава"
"11192";"11060";"0";"Осака"
"11209";"11060";"0";"Сага"
"11215";"11060";"0";"Сайтама"
"11227";"11060";"0";"Сига"
"11230";"11060";"0";"Сидзуока"
"11233";"11060";"0";"Симане"
"11248";"11060";"0";"Тиба"
"11261";"11060";"0";"Токио"
"11270";"11060";"0";"Токусима"
"11273";"11060";"0";"Тотиги"
"11279";"11060";"0";"Тоттори"
"11283";"11060";"0";"Тояма"
"11289";"11060";"0";"Фукуи"
"11295";"11060";"0";"Фукуока"
"11304";"11060";"0";"Фукусима"
"11307";"11060";"0";"Хиросима"
"11312";"11060";"0";"Хоккайдо"
"11330";"11060";"0";"Хпого"
"11340";"11060";"0";"Эхиме"
"11346";"11060";"0";"Ямагата"
"11354";"11060";"0";"Ямагути"
"11363";"11060";"0";"Яманаси"
