"118149";"ОТДЕЛ УФМС РОССИИ ПО РЕСПУБЛИКЕ КАРЕЛИЯ В Г. ПЕТРОЗАВОДСКЕ";"100-002"
"118189";"ОТДЕЛ ОФМС РОССИИ ПО РЕСПУБЛИКЕ ТЫВА В Г. КЫЗЫЛЕ";"170-001"
"118190";"ТП ОФМС РОССИИ ПО РЕСПУБЛИКЕ ТЫВА В ПГТ. КАА-ХЕМ";"170-002"
"118191";"ТП ОФМС РОССИИ ПО РЕСПУБЛИКЕ ТЫВА В КАА-ХЕМСКОМ Р-НЕ";"170-003"
"118192";"ТП ОФМС РОССИИ ПО РЕСПУБЛИКЕ ТЫВА В ПИЙ-ХЕМСКОМ Р-НЕ";"170-004"
"118193";"ТП ОФМС РОССИИ ПО РЕСПУБЛИКЕ ТЫВА В ТАНДИНСКОМ Р-НЕ";"170-005"
"118194";"ТП ОФМС РОССИИ ПО РЕСПУБЛИКЕ ТЫВА В ЧЕДИ-ХОЛЬСКОМ Р-НЕ";"170-006"
"118195";"ТП ОФМС РОССИИ ПО РЕСПУБЛИКЕ ТЫВА В УЛУГ-ХЕМСКОМ Р-НЕ";"170-007"
"118196";"ТП ОФМС РОССИИ ПО РЕСПУБЛИКЕ ТЫВА В ЧАА-ХОЛЬСКОМ Р-НЕ";"170-008"
"118197";"ТП ОФМС РОССИИ ПО РЕСПУБЛИКЕ ТЫВА В ДЗУН-ХЕМЧИКСКОМ Р-НЕ";"170-009"
"118198";"ТП ОФМС РОССИИ ПО РЕСПУБЛИКЕ ТЫВА В Г. АК-ДОВУРАКЕ";"170-010"
"118199";"ТП ОФМС РОССИИ ПО РЕСПУБЛИКЕ ТЫВА В БАЙ-ТАЙГИНСКОМ Р-НЕ";"170-011"
"118200";"ТП ОФМС РОССИИ ПО РЕСПУБЛИКЕ ТЫВА В ЭРЗИНСКОМ Р-НЕ";"170-012"
"118201";"ТП ОФМС РОССИИ ПО РЕСПУБЛИКЕ ТЫВА В ТЕС-ХЕМСКОМ Р-НЕ";"170-013"
"118241";"УПРАВЛЕНИЕ ФМС РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛ.";"310-001"
"118242";"ОТДЕЛЕНИЕ №1 ОТДЕЛА УФМС РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛАСТИ В Г. БЕЛГОРОД";"310-002"
"118243";"ОТДЕЛЕНИЕ №2 ОТДЕЛА УФМС РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛАСТИ В Г. БЕЛГОРОД";"310-003"
"118244";"ОТДЕЛЕНИЕ №3 ОТДЕЛА УФМС РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛАСТИ В Г. БЕЛГОРОД";"310-004"
"118245";"ОТДЕЛ УФМС РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛ. В БЕЛГОРОДСКОМ Р-НЕ";"310-005"
"118246";"ТП В ПОС. РАЗУМНОЕ ОУФМС РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛ. В БЕЛГОРОДСКОМ Р-НЕ";"310-006"
"118247";"ОТДЕЛ УФМС РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛ. В ГУБКИНСКОМ Р-НЕ";"310-007"
"118248";"ОТДЕЛЕНИЕ №1 МО УФМС РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛ. В Г. АЛЕКСЕЕВКА";"310-008"
"118249";"ТП В КРАСНЕНСКОМ Р-НЕ МО УФМС РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛ. В Г. АЛЕКСЕЕВКА";"310-009"
"118250";"ТП В РОВЕНЬСКОМ Р-НЕ МО УФМС РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛ. В Г. ВАЛУЙКИ";"310-010"
"118251";"ТП В КРАСНОГВАРДЕЙСКОМ Р-НА МО УФМС РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛ. В Г. АЛЕКСЕЕВКА";"310-011"
"118252";"ОТДЕЛЕНИЕ №1 МО УФМС РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛ. В Г. ВАЛУЙКИ";"310-012"
"118253";"ТП В ВЕЙДЕЛЕВСКОМ Р-НЕ МО УФМС РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛ. В Г. ВАЛУЙКИ";"310-013"
"118254";"ТП В ВОЛОКОНОВСКОМ Р-НЕ МО УФМС РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛ. В Г. ВАЛУЙКИ";"310-014"
"118255";"ТП В ГРАЙВОРОНСКОМ Р-НЕ МО УФМС РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛ. В Г. ГРАЙВОРОН";"310-015"
"118256";"ТП В Г. БЕЛГОРОД-22 ОТДЕЛА УФМС РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛ. В Г. БЕЛГОРОД";"310-016"
"118257";"ТП В БОРИСОВСКОМ Р-НЕ МО УФМС РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛ. В Г. ГРАЙВОРОН";"310-017"
"118258";"ТП В КРАСНОЯРУЖСКОМ Р-НЕ МО УФМС РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛ. В Г. ГРАЙВОРОН";"310-018"
"118259";"ТП В РАКИТЯНСКОМ Р-НЕ МО УФМС РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛ. В Г. ГРАЙВОРОН";"310-019"
"118260";"ОТДЕЛЕНИЕ № 1 ОТДЕЛА УФМС РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛ. В Г. СТАРЫЙ ОСКОЛ";"310-020"
"118261";"ОТДЕЛЕНИЕ № 2 МО УФМС РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛ. В Г. СТАРЫЙ ОСКОЛ";"310-021"
"118262";"ТП В НОВООСКОЛЬСКОМ Р-НЕ МО УФМС РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛ. В Г. АЛЕКСЕЕВКА";"310-022"
"118263";"ТП В ЧЕРНЯНСКОМ Р-НЕ МО УФМС РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛ. В Г. ШЕБЕКИНО";"310-023"
"118264";"ОТДЕЛЕНИЕ № 1 МО УФМС РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛ. В Г. ШЕБЕКИНО";"310-024"
"118265";"ТП В КОРОЧАНСКОМ Р-НЕ МО УФМС РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛ. В Г. ШЕБЕКИНО";"310-025"
"118270";"ОВД БЕЛОМОРСКОГО Р-НА РЕСПУБЛИКИ КАРЕЛИЯ";"102-002"
"118271";"ОВД ПОСЕЛКА КАЛЕВАЛА РЕСПУБЛИКИ КАРЕЛИЯ";"102-003"
"118272";"ОВД Г. КЕМИ РЕСПУБЛИКИ КАРЕЛИЯ";"102-004"
"118273";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В АЗНАКАЕВСКОМ Р-НЕ";"160-023"
"118274";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В БАВЛИНСКОМ Р-НЕ";"160-024"
"118275";"ОТДЕЛ УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В БУГУЛЬМИНСКОМ Р-НЕ";"160-025"
"118276";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В БУИНСКОМ Р-НЕ";"160-026"
"118277";"ОТДЕЛ УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В ЕЛАБУЖСКОМ Р-НЕ";"160-027"
"118278";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В ЗАИНСКОМ Р-НЕ";"160-028"
"118279";"ОТДЕЛ УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В ЛЕНИНОГОРСКОМ Р-НЕ";"160-029"
"118280";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В НУРЛАТСКОМ Р-НЕ";"160-030"
"118281";"ОТДЕЛ УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В ЧИСТОПОЛЬСКОМ Р-НЕ";"160-031"
"118282";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В АГРЫЗСКОМ Р-НЕ";"160-032"
"118283";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В АКСУБАЕВСКОМ Р-НЕ";"160-033"
"118284";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В АКТАНЫШСКОМ Р-НЕ";"160-034"
"118285";"ТП УФМС ПО РЕСПУБЛИКЕ ТАТАРСТАН В АЛЕКСЕЕВСКОМ Р-НЕ";"160-035"
"118286";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В АЛЬКЕЕВСКОМ Р-НЕ";"160-036"
"118287";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В АПАСТОВСКОМ Р-НЕ";"160-037"
"118288";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В АРСКОМ Р-НЕ";"160-038"
"118289";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В АТНИНСКОМ Р-НЕ";"160-039"
"118290";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В БАЛТАСИНСКОМ Р-НЕ";"160-040"
"118291";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В ВЕРХНЕУСЛОНСКОМ Р-НЕ";"160-041"
"118292";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В ВЫСОКОГОРСКОМ Р-НЕ";"160-042"
"118293";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В ДРОЖЖАНОВСКОМ Р-НЕ";"160-043"
"118294";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В КАМСКО-УСТЬИНСКОМ Р-НЕ";"160-044"
"118295";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В КАЙБИЦКОМ Р-НЕ";"160-045"
"118296";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В КУКМОРСКОМ Р-НЕ";"160-046"
"118297";"ТП ОФМС РОССИИ ПО РЕСПУБЛИКЕ ТЫВА В ОВЮРСКОМ Р-НЕ";"170-014"
"118298";"ТП ОФМС РОССИИ ПО РЕСПУБЛИКЕ ТЫВА В ТОДЖИНСКОМ Р-НЕ";"170-015"
"118299";"ТП ОФМС РОССИИ ПО РЕСПУБЛИКЕ ТЫВА В МОНГУН-ТАЙГИНСКОМ Р-НЕ";"170-016"
"118300";"ТП ОФМС РОССИИ ПО РЕСПУБЛИКЕ ТЫВА В СУТ-ХОЛЬСКОМ Р-НЕ";"170-017"
"118327";"УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ МИГРАЦИОННОЙ СЛУЖБЫ РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ";"180-001"
"118328";"ОТДЕЛ УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В ИНДУСТРИАЛЬНОМ Р-НЕ Г. ИЖЕВСКА";"180-002"
"118329";"ОТДЕЛ УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В УСТИНОВСКОМ Р-НЕ Г. ИЖЕВСКА";"180-003"
"118330";"ОТДЕЛ УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В ЛЕНИНСКОМ Р-НЕ Г. ИЖЕВСКА";"180-004"
"118331";"ОТДЕЛ УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В ОКТЯБРЬСКОМ Р-НЕ Г. ИЖЕВСКА";"180-005"
"118332";"ОТДЕЛ УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В ПЕРВОМАЙСКОМ Р-НЕ Г. ИЖЕВСКА";"180-006"
"118392";"ТП УФМС РОССИИ ПО АМУРСКОЙ ОБЛ. В ПОС. ЮКТАЛИ";"280-028"
"118393";"ТП УФМС РОССИИ ПО АМУРСКОЙ ОБЛ. В ПОС. СОЛОВЬЁВСК";"280-029"
"118413";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В ЛАИШЕВСКОМ Р-НЕ";"160-047"
"118414";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В МАМАДЫШСКОМ Р-НЕ";"160-048"
"118415";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В МЕНДЕЛЕЕВСКОМ Р-НЕ";"160-049"
"118416";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В МЕНЗЕЛИНСКОМ Р-НЕ";"160-050"
"118417";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В МУСЛЮМОВСКОМ Р-НЕ";"160-051"
"118418";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В НОВОШЕШМИНСКОМ Р-НЕ";"160-052"
"118419";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В ПЕСТРЕЧИНСКОМ Р-НЕ";"160-053"
"118420";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В РЫБНО-СЛОБОДСКОМ Р-НЕ";"160-054"
"118421";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В  САБИНСКОМ Р-НЕ";"160-055"
"118422";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В САРМАНОВСКОМ Р-НЕ";"160-056"
"118423";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В СПАССКОМ Р-НЕ";"160-057"
"118424";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В ТЕТЮШСКОМ Р-НЕ";"160-058"
"118451";"ОТДЕЛ УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В Г. ВОТКИНСКЕ";"180-007"
"118452";"МО УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В Г. ГЛАЗОВЕ";"180-008"
"118453";"МО УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В Г. МОЖГЕ";"180-009"
"118454";"МО УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В Г. САРАПУЛЕ";"180-010"
"118455";"ТП В С. АЛНАШИ МО УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В Г. МОЖГЕ";"180-011"
"118456";"ТП УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В БАЛЕЗИНСКОМ Р-НЕ";"180-012"
"118457";"ТП УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В ВАВОЖСКОМ Р-НЕ";"180-013"
"118458";"ТП В С. ГРАХОВО МО УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В Г. МОЖГЕ";"180-014"
"118459";"ТП В С. ДЕБЁСЫ МОУФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В ПГТ. ИГРА";"180-015"
"118460";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В ЗАВЬЯЛОВСКОМ Р-НЕ";"180-016"
"118461";"МО УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В ПОС. ИГРА";"180-017"
"118462";"ТП УФМС РОССИИ|ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В КАМБАРСКОМ Р-НЕ";"180-018"
"118463";"ТП В С. КАРАКУЛИНО МО УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В ГОРОДЕ САРАПУЛЕ";"180-019"
"118464";"ТП УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В КЕЗСКОМ Р-НЕ";"180-020"
"118465";"ТП УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В КИЗНЕРСКОМ Р-НЕ";"180-021"
"118466";"ТП В С. КИЯСОВО МО УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В Г. САРАПУЛЕ";"180-022"
"118467";"ТП В С. КРАСНОГОРСКОЕ МОУФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В Г. ГЛАЗОВЕ";"180-023"
"118468";"ТП УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В МАЛОПУРГИНСКОМ Р-НЕ";"180-024"
"118469";"ТП В С. СЕЛТЫ МО УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В ПГТ. УВА";"180-025"
"118470";"ТП В С. СЮМСИ МО УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В ПГТ УВА";"180-026"
"118471";"МО УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В ПГТ УВА";"180-027"
"118472";"ТП УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В ШАРКАНСКОМ Р-НЕ";"180-028"
"118473";"ТП В С. ЮКАМЕНСКОЕ МО УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕВ Г. ГЛАЗОВЕ";"180-029"
"118474";"ТП УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В ЯКШУР-БОДЬИНСКОМ Р-НЕ";"180-030"
"118475";"ТП УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ В ЯРСКОМ Р-НЕ";"180-031"
"118476";"ОТДЕЛ ПО ДЕЛАМ МИГРАЦИИ УФМС РОССИИ ПО УДМУРТСКОЙ РЕСПУБЛИКЕ";"180-040"
"118523";"МЕЖРАЙОННЫЙ ОУФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ ПО Г. АРТЕМУ И НАДЕЖДИНСКОМУ Р-НУ ТП №3";"250-012"
"118524";"ОТДЕЛ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В Г. НАХОДКА";"250-013"
"118525";"ОТДЕЛ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В Г. НАХОДКА ТП №1";"250-014"
"118526";"ОТДЕЛ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В Г. НАХОДКА ТП №2";"250-015"
"118527";"ОТДЕЛ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В Г. НАХОДКА ТП №3";"250-016"
"118528";"ОТДЕЛ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В Г. НАХОДКА ТП №4";"250-017"
"118529";"ОТДЕЛ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В УССУРИЙСКОМ ГОРОДСКОМ ОКРУГЕ";"250-018"
"118530";"МЕЖРАЙОННЫЙ ОУФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ ПО ШКОТОВСКОМУ Р-НУ ЗАТО Г. БОЛЬШОЙ КАМЕНЬ, ЗАТО Г. ФОКИНО";"250-019"
"118531";"МО УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ ПО ШТОКОВСКОМУ Р-НУ ЗАТО Г.ФОКИНО И ЗАТО Г.Б.КАМЕНЬ ТП №2";"250-021"
"118532";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ОЛЬГИНСКОМ РАЙОНЕ";"250-022"
"118533";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В Г. ПАРТИЗАНСК";"250-023"
"118534";"МЕЖРАЙОННОЕ ОТДЕЛЕНИЕ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В АРСЕНЬЕВСКОМ ГОРОДСКОМ ОКРУГЕ И АНУЧИНСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ";"250-024"
"118535";"МЕЖРАЙОННОЕ ОТДЕЛЕНИЕ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ ПО Г.АРСЕНЬЕВ И АНУЧИНСКОМ Р-НЕ ТП В С.АНУЧИНО";"250-025"
"118536";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В Г. ДАЛЬНЕГОРСК";"250-026"
"118537";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ДАЛЬНЕРЕЧЕНСКОМ ГОРОДСКОМ ОКРУГЕ И ДАЛЬНЕРЕЧЕНСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ";"250-027"
"118538";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В КАВАЛЕРОВСКОМ Р-НЕ";"250-028"
"118539";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В КИРОВСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ";"250-029"
"118541";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В КРАСНОАРМЕЙСКОМ Р-НЕ ТП №1";"250-031"
"118542";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ЛАЗОВСКОМ Р-НЕ";"250-032"
"118543";"ТЕРРИТОРИАЛЬНЫЙ ПУНКТ №1 ОТДЕЛЕНИЯ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ЛАЗОВСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ";"250-033"
"118544";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В Г. ЛЕСОЗАВОДСК";"250-034"
"118545";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В МИХАЙЛОВСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ";"250-035"
"118546";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ОКТЯБРЬСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ";"250-036"
"118547";"ТЕРРИТОРИАЛЬНЫЙ ПУНКТ №1 ОТДЕЛЕНИЯ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ОКТЯБРЬСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ";"250-037"
"118548";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ОЛЬГИНСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ";"250-038"
"118575";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ САХА (ЯКУТИЯ) В ЧУРАПЧИНСКОМ Р-НЕ";"140-030"
"118576";"ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ САХА (ЯКУТИЯ) В ЭВЕНО-БЫТАНТАЙСКОМ Р-НЕ";"140-031"
"118577";"ТП В ГО ""ЖАТАЙ"" МРО УФМС РОССИИ ПО РЕСПУБЛИКЕ САХА (ЯКУТИЯ) В Г. ЯКУТСКЕ";"140-032"
"118578";"ТП В П. ЧУЛЬМАН МРО УФМС РОССИИ ПО РЕСПУБЛИКЕ САХА (ЯКУТИЯ) В НЕРЮНГРИНСКОМ Р-НЕ";"140-033"
"118579";"ТП В П. БЕРКАКИТ МРО УФМС РОССИИ ПО РЕСПУБЛИКЕ САХА (ЯКУТИЯ) В НЕРЮНГРИНСКОМ Р-НЕ";"140-034"
"118580";"ТП В П. СЕРЕБРЯНЫЙ БОР МРО УФМС РОССИИ ПО РЕСПУБЛИКЕ САХА (ЯКУТИЯ) В НЕРЮНГРИНСКОМ Р-НЕ";"140-035"
"118581";"ТП В Г. УДАЧНЫЙ МРО УФМС РОССИИ ПО РЕСПУБЛИКЕ САХА (ЯКУТИЯ) В МИРНИНСКОМ Р-НЕ";"140-036"
"118582";"ТП В П. АЙХАЛ МРО УФМС РОССИИ ПО РЕСПУБЛИКЕ САХА (ЯКУТИЯ) В МИРНИНСКОМ Р-НЕ";"140-037"
"118583";"ТП В П. ЧЕРНЫШЕВСКИЙ МРО УФМС РОССИИ ПО РЕСПУБЛИКЕ САХА (ЯКУТИЯ) В МИРНИНСКОМ Р-НЕ";"140-038"
"118584";"ТП В Г. ТОММОТ МРО УФМС РОССИИ ПО РЕСПУБЛИКЕ САХА (ЯКУТИЯ) В НЕРЮНГРИНСКОМ Р-НЕ";"140-039"
"118590";"Отделение УФМС России по Краснодарскому краю в Крыловском р-не";"230-039"
"118591";"ОУФМС России по Краснодарскому краю в Курганинском р-не";"230-040"
"118592";"Отделение УФМС по Краснодарскому краю в Кущевском р-не";"230-041"
"118593";"Отделение УФМС России по Краснодарскому краю в Ленинградском р-не";"230-042"
"118594";"Отделение УФМС России по Краснодарскому краю в Мостовском р-не";"230-043"
"118595";"Отделение УФМС России по Краснодарскому краю в Новокубанском р-не";"230-044"
"118596";"Отделение УФМС России по Краснодарскому краю в Новопокровском р-не";"230-045"
"118597";"Отделение УФМС России по Краснодарскому краю в Отрадненском р-не";"230-046"
"118598";"Отделение УФМС России по Краснодарскому краю в Павловском р-не";"230-047"
"118599";"Отделение УФМС России по Краснодарскому краю в Приморско-Ахтарском р-не";"230-048"
"118600";"ОУФМС России по Краснодарскому краю в Северском р-не";"230-049"
"118601";"Отделение УФМС России по Краснодарскому краю в Староминском р-не";"230-050"
"118602";"Отделение УФМС России по Краснодарскому краю в Тбилисском р-не";"230-051"
"118603";"ОУФМС России по Краснодарскому краю в Темрюкском р-не";"230-052"
"118604";"ОУФМС России по Краснодарскому краю в Тимашевском р-не";"230-053"
"118605";"Отделение УФМС России по Краснодарскому краю в Успенском р-не";"230-054"
"118606";"ОУФМС России по Краснодарскому краю в Усть-Лабинском р-не";"230-055"
"118607";"Отделение УФМС России по Краснодарскому краю в Щербиновском р-не";"230-056"
"118608";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО КРАСНОДАРСКОМУ КРАЮ В МОСТОВСКОМ РАЙОНЕ";"230-057"
"118609";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО КРАСНОДАРСКОМУ КРАЮ В НОВОКУБАНСКОМ РАЙОНЕ";"230-058"
"118610";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО КРАСНОДАРСКОМУ КРАЮ В НОВОПОКРОВСКОМ РАЙОНЕ";"230-059"
"118611";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО КРАСНОДАРСКОМУ КРАЮ В ОТРАДНЕНСКОМ РАЙОНЕ";"230-060"
"118612";"ОТДЕЛ УФМС РОССИИ ПО КРАСНОДАРСКОМУ КРАЮ В ПАВЛОВСКОМ РАЙОНЕ";"230-061"
"118613";"ОТДЕЛЕНИЕ УФМС РОССИИ ПО КРАСНОДАРСКОМУ КРАЮ В ПРИМОРСКО-АХТАРСКОМ РАЙОНЕ";"230-062"
"118614";"ОТДЕЛ УФМС РОССИИ ПО КРАСНОДАРСКОМУ КРАЮ В СЕВЕРСКОМ РАЙОНЕ";"230-063"
